,principal component 1,principal component 2
0,0.5834172937397273,0.7269460588929164
1,-0.9348338962447486,1.9050791062194206
2,0.8835240099541395,0.07248822537249135
3,-1.649314483602607,0.9662092741315815
4,-0.6428543678032839,1.0670097730694554
5,4.5589536496120715,-2.2221681782243796
6,2.1218392355050737,-0.5044890579692185
7,-3.024720054986356,-0.12126042996125748
8,-1.465031760490485,-2.1981772422022807
9,-0.6549332711166544,3.2451239420370848
10,3.589461058477972,2.212718615967641
11,-2.624344957891521,-2.546273708270539
12,0.7176989412416973,-0.6193799329352649
13,-0.24648342089239042,4.638326108518018
14,3.5159528464320546,-1.4477914210235407
15,-2.21126439045886,0.8082715423173403
16,-1.6297033773537688,-0.5079403166319354
17,3.083707489438989,-0.9287879452303892
18,1.6575563674210485,1.143726306436467
19,0.4267181124606371,4.459273298841233
20,-1.1373128129475276,1.4448982054787978
21,3.8631352479512686,-1.3441969979927713
22,3.557905153498909,-0.7167758834181851
23,1.5600231616445905,0.3560226704948103
24,2.4875504095622594,2.520330841047284
25,-1.9589545074665942,-3.1612273016278736
26,3.997947551191017,-0.6520009153032228
27,-2.1393930300756527,0.3162972328903634
28,1.5002622019541396,-1.4420612420626218
29,0.1299579504338501,2.7148730540398724
30,-1.2508515338906336,-0.05648974308642166
31,-4.1302393010833285,-1.5258295949050866
32,3.455337412843901,-1.450425422785515
33,2.212986958404784,-1.2213226683551253
34,-1.45396982138566,5.512532691234582
35,1.8644235210957332,-0.5495546752427435
36,-0.026318636642849832,2.1838997893816674
37,-3.410930303929882,-0.040375658202005775
38,-3.7050984723723555,0.7784942743089344
39,3.627597388547631,-1.1710070811717812
40,-1.7383372558732328,-1.4175747901372489
41,-1.909649741408963,-1.5796766278146088
42,-2.147057738851008,0.8949088121791579
43,4.8080807047848495,-3.57556344102861
44,2.650481999579922,0.5492852119031255
45,5.344906862327098,-1.7884952272658692
46,-3.027767220961242,-1.4063800864236862
47,0.6886543361101092,0.7081482811828771
48,-0.023685340550569377,1.6961521010462601
49,3.7210270901651925,-0.820063373810268
50,2.5754815662169044,1.837448764510148
51,-3.04373384278531,0.20953551815821797
52,-0.17782819852860285,-0.19165009622320506
53,2.3848680952500136,-1.6956514904969928
54,-2.8594674660742028,-0.3158273876392367
55,-1.9982949041496454,-0.6621467603044319
56,-0.06813187896990511,3.369369208847101
57,-3.3850221965783227,2.27204518572111
58,0.6986711428062345,3.232458009405432
59,-0.2997397508568419,1.2898828143450156
60,1.348072948234401,1.2562569674734887
61,4.934332042951072,-0.6939702067636019
62,2.566739883002802,-1.6439979333559016
63,-1.7437358199679938,-2.331141100987696
64,3.9593565397068957,-0.3969961725304066
65,-1.859700641704854,-2.247319653065863
66,-2.294114857700478,-0.10133623360022029
67,-4.979832816926121,-0.9356371717357913
68,4.036177995229772,-1.5380670046425475
69,0.7145754729295001,1.1029739150577453
70,0.7151318125146233,-1.6726234850846255
71,3.2171924789473874,-0.8427016285537603
72,-1.7790482408075037,-0.49304350643038686
73,-2.0341588122334664,-0.2100694285199422
74,-1.3638103948406177,0.43679939427605124
75,-1.4353648345918608,1.1526017487569473
76,-1.196852146422661,-2.1162163232337314
77,-3.791448897232083,0.7584299198471084
78,-3.0902943676647383,-1.7965518643961833
79,1.7200434145240442,-1.7913785111212392
80,2.4904760617743076,-0.013022759152686697
81,-1.952695300398006,0.36302495691382325
82,-3.096004240051578,-0.5865456171401092
83,3.4376682460888803,0.34373462384187475
84,0.6966817286330939,1.4645339037014191
85,3.9343561515167296,-1.6295190184110666
86,-3.378407965983395,-0.9470917978433973
87,0.7451565977102568,-1.6335031494496868
88,-0.9942943948857236,-0.4358860796874437
89,2.176296712289787,-1.9878027118656665
90,3.043309377756188,2.829621660563246
91,5.574206698692842,-1.476846997814372
92,3.743283022893778,-0.4532931899231201
93,4.317070031099518,-2.0462515760523114
94,-2.1845025505435416,1.0382445994073564
95,-1.2673663343667245,-2.228871829023697
96,0.9702877182946533,-0.4347347330205669
97,-3.0241186451407795,-0.01675326105052152
98,-0.7127993480950366,0.6831171848864922
99,-0.7715365348136299,0.5662455922725433
100,1.8078040940404436,2.38892996488906
